RESPID,INTERVIEW_START_W157,INTERVIEW_END_W157,DEVICE_TYPE_W157,SVYMODE_W157,LANG_W157,X_AGECAT_W157,X_EDUCCAT2_W157,EMPLSIT_W157,JOBNUM_W157,PAYTYPE_W157,JOBTYPEMOD_W157,INDUSTRYCOMBO_W157,LOOKLKLY_W157,JOBSEC_W157,FINDJOB_W157,JOBDUTYMOD_a_W157,JOBDUTYMOD_b_W157,JOBDUTYMOD_c_W157,JOBDUTYMOD_d_W157,NUMEMP_W157,JOBSAT_W157,WORKSATIS_a_W157,WORKSATIS_b_W157,WORKSATIS_c_W157,WORKSATIS_d_W157,WORKSATIS_e_W157,WORKSATIS_f_W157,WORKSATIS_g_W157,WORKSATIS_h_W157,WORKSATIS_i_W157,WORKSATIS_j_W157,WORKSATIS_k_W157,PAYRS_a_W157,PAYRS_b_W157,PAYRS_c_W157,PAYRS_d_W157,PAYRS_e_W157,JOBCAREER_W157,WRKRS_W157,JOBDO_W157,JOBRESP1_W157,JOBRESP2_a_W157,JOBRESP2_b_W157,JOBRESP2_c_W157,WFHOPTION_W157,WFHPAST_W157,WFHCURR_W157,WFHDAYOPT_W157,WFHPOSTCVDMOD_W157,WFHSTAYJOB_W157,WFHIMPACT_a_W157,WFHIMPACT_b_W157,WFHIMPACT_c_W157,WFHIMPACT_d_W157,WFHIMPACT_e_W157,WFHIMPACT_f_W157,REMOTECALLS1_W157,REMOTECALLS4_W157,TRACKKNOW_a_W157,TRACKKNOW_b_W157,TRACKKNOW_c_W157,TRACKKNOW_d_W157,TRACKKNOW_e_W157,TRACKKNOW_f_W157,TRACKVIEW_W157,COVIDMEASURE_W157,TRAINNEED_W157,TRAINWAY1_W157,TRAINWAY2_W157,TRAINWAY3_W157,TRAINWAY4_W157,TRAINWAY5_W157,GOTTRAIN_W157,TRAINRS_a_W157,TRAINRS_b_W157,TRAINRS_c_W157,TRAINRS_d_W157,TRAINRS_e_W157,TRAINRS_f_W157,AIWRKTRAIN_W157,NOTRAINRS_a_W157,NOTRAINRS_b_W157,NOTRAINRS_c_W157,NOTRAINRS_d_W157,NOTRAINRS_e_W157,SKILLIMP_a_W157,SKILLIMP_b_W157,SKILLIMP_c_W157,SKILLIMP_d_W157,SKILLIMP_e_W157,SKILLIMP_f_W157,SKILLIMP_g_W157,SKILLIMP_h_W157,SKILLIMP_i_W157,AIWRKHEARD_W157,AIWRKFEEL_a_W157,AIWRKFEEL_b_W157,AIWRKFEEL_c_W157,AIWRKFEEL_d_W157,AIWRKDONE1_W157,AIWRKDONE2_W157,AIWRKOPPO_W157,CHATWRKHRD_W157,CHATWRK_W157,CHATWRKUSE_a_W157,CHATWRKUSE_b_W157,CHATWRKUSE_c_W157,CHATWRKUSE_d_W157,CHATWRKUSE_e_W157,CHATWRKUSE_f_W157,CHATWRKUSE_g_W157,CHATWRKIMP_a_W157,CHATWRKIMP_b_W157,NOCHATUSE_a_W157,NOCHATUSE_b_W157,NOCHATUSE_c_W157,NOCHATUSE_d_W157,CHATWRKPLC_W157,WRKDEI_W157,DIVEFFORT_W157,F_METRO,F_CREGION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W157
15704885,09-Oct-2024 04:29:30,09-Oct-2024 04:39:51,1,1,9,4,6,1,2,1,2,13,5,1,1,2,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,2,3,3,6,1,2,2,3,,,3,,,,,,,,1,1,2,2,2,2,2,2,3,3,1,,,,,,1,1,3,3,3,3,3,1,,,,,,1,1,1,1,1,1,3,3,3,1,1,2,2,2,4,3,3,1,4,2,1,2,2,2,2,2,3,3,,,,,3,2,3,1,3,2,4,1,1,6,2,,1,1,1,1,1,1,2,1,1,1,,1,,1,1,1,7,2,2,99,2,0.4860856284897714
15704886,09-Oct-2024 15:59:41,09-Oct-2024 16:16:46,3,1,9,4,2,1,1,2,1,4,4,1,4,1,1,1,2,4,3,2,4,5,4,3,1,2,3,3,2,4,2,1,1,2,1,3,1,3,2,2,3,3,2,5,,,1,,,,,,,,4,,1,2,2,4,1,1,3,1,1,,,,,,2,,,,,,,,2,3,1,2,1,2,2,2,3,3,2,1,1,2,2,2,2,1,2,5,5,2,3,,,,,,,,,,,,,,,,3,2,1,2,3,4,1,3,2,2,,1,1,1,1,1,1,1,1,2,2,,1,,2,4,1,3,4,2,2,2,1.256754149322862
15704887,08-Oct-2024 17:35:41,08-Oct-2024 17:51:39,1,1,9,4,4,1,1,2,1,7,5,1,99,1,99,1,99,6,1,1,1,3,2,1,3,4,1,4,99,99,,,,,,1,2,99,1,1,1,1,2,5,,,99,,,,,,,,4,,1,99,1,99,99,99,99,99,99,,,,,,2,,,,,,,,99,99,99,99,99,1,3,99,99,3,99,2,99,2,2,1,1,2,1,4,5,1,2,5,,,,,,,,,,99,99,1,99,99,2,4,1,2,2,4,1,2,4,2,,1,1,1,1,1,12,,3,6,4,1,,3,1,1,1,9,1,5,1,2,0.9781153874197178
15704888,09-Oct-2024 06:00:30,09-Oct-2024 06:11:31,1,1,9,2,5,1,2,2,1,8,5,1,5,2,2,2,1,6,2,2,4,3,3,4,2,2,1,2,2,2,1,2,3,3,1,1,,3,3,1,2,8,1,5,3,1,2,2,3,1,3,1,1,3,2,1,1,1,1,1,1,3,3,2,1,,,,,,2,,,,,,,,2,2,3,2,1,1,1,2,2,1,1,2,2,1,3,,,,,,,,3,,,,,,,,,,,,,,,,3,4,2,1,3,2,1,1,5,2,,1,4,4,1,1,1,2,1,3,3,2,,4,2,3,1,9,3,2,1,2,0.5619892100591977
15704889,10-Oct-2024 20:51:57,10-Oct-2024 21:35:09,1,1,9,3,2,1,2,3,4,6,3,4,4,2,2,1,1,4,3,,,,,,,,,,,,,,,,,1,,2,3,2,2,2,1,6,3,,2,,,,,,,,2,1,,,,,,,,,2,,4,,,,1,1,3,1,3,2,3,2,,,,,,1,2,3,3,3,3,3,3,3,2,2,2,1,1,4,3,2,2,2,1,1,2,1,1,2,2,1,2,,,,,,3,,1,3,2,3,2,3,2,2,,1,1,1,1,1,1,2,1,2,1,,1,,1,1,1,9,2,2,2,2,1.1642898143746563
15704890,10-Oct-2024 14:21:10,10-Oct-2024 14:30:55,3,1,9,3,6,1,1,4,4,2,5,1,2,1,1,1,1,1,3,,,,,,,,,,,,,,,,,1,,3,1,6,2,2,2,5,,,6,,,,,,,,4,,,,,,,,,,1,,,,,,1,1,3,3,3,1,3,2,,,,,,3,2,3,2,3,3,2,3,3,2,2,2,2,2,5,4,4,2,5,,,,,,,,,,3,3,3,,,2,,2,3,3,3,1,1,6,2,,1,1,1,1,1,1,1,1,2,1,,1,,1,1,1,9,1,1,1,3,0.43945899548345485
15704891,10-Oct-2024 08:56:35,10-Oct-2024 09:13:25,1,1,9,2,6,1,1,1,3,5,5,1,3,1,1,1,2,6,2,2,4,4,2,2,2,2,2,2,2,2,3,1,1,3,2,2,,3,1,1,1,1,1,5,4,1,2,,3,1,3,3,3,3,2,1,1,1,3,3,3,3,3,3,2,,,,,3,1,1,3,2,3,3,3,1,,,,,,2,2,2,3,3,1,2,3,2,1,1,1,2,1,4,4,3,1,4,2,2,1,2,1,2,2,2,3,,,,,1,1,1,1,4,1,2,1,1,6,2,,2,1,1,4,1,6,,4,2,3,2,,4,2,3,3,4,3,1,2,1,1.170021566990215
15704892,09-Oct-2024 16:29:35,09-Oct-2024 16:39:32,1,1,9,3,5,1,1,1,1,2,5,1,3,2,1,2,1,6,1,1,1,1,1,1,1,2,1,1,1,1,,,,,,1,,3,1,1,1,8,2,4,,,3,,,,,,,,1,1,2,2,2,2,2,2,3,3,1,,,,,,1,1,3,3,3,1,2,1,,,,,,1,1,2,4,3,2,3,2,1,1,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,2,3,3,,,,,1,1,3,1,2,2,3,1,1,5,2,,1,1,1,1,1,1,1,1,3,1,,1,,1,1,1,9,2,1,1,3,0.3942665839612248
15704893,08-Oct-2024 15:11:21,08-Oct-2024 15:18:08,3,1,9,4,6,1,1,1,1,3,5,1,4,2,1,2,2,6,1,1,1,2,2,1,2,5,1,1,1,1,,,,,,1,1,3,2,1,1,1,2,5,,,5,,,,,,,,2,2,2,2,2,3,3,2,3,3,1,,,,,,2,,,,,,,,3,3,3,3,1,1,1,2,3,5,1,3,3,1,2,1,2,1,2,5,4,2,2,5,,,,,,,,,,3,1,2,3,3,2,3,1,4,2,4,1,1,6,2,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,9,1,1,1,3,0.29226801139900505
15704894,09-Oct-2024 15:22:38,09-Oct-2024 15:43:56,3,1,9,3,4,1,1,2,5,2,4,2,4,1,2,2,2,6,3,4,4,3,4,2,3,3,3,3,3,3,2,1,2,2,2,3,,3,2,2,1,2,2,5,,,3,,,,,,,,4,,1,1,1,3,5,6,3,3,1,,,,,,2,,,,,,,,3,3,3,3,3,3,3,3,3,2,3,4,4,3,2,1,1,2,2,5,3,3,2,5,,,,,,,,,,3,3,1,3,3,3,3,2,3,3,3,1,2,4,2,,1,1,1,1,3,12,,3,4,3,1,,3,1,2,1,1,3,2,2,2,0.7688761097071292
15704895,08-Oct-2024 15:08:56,08-Oct-2024 15:31:16,1,1,9,2,5,1,1,1,1,6,5,1,2,2,2,1,1,4,1,1,2,2,2,2,1,2,2,6,1,1,,,,,,1,,2,2,1,1,2,1,5,2,1,2,4,3,1,5,1,3,5,1,1,2,2,1,3,1,1,3,3,1,,,,,,1,1,2,2,1,1,3,1,,,,,,2,2,3,4,3,2,3,4,2,3,,,,,,,,2,5,,,,,,,,,,3,3,1,3,3,1,3,1,4,1,2,1,1,5,1,1,1,1,3,1,1,1,1,1,2,2,,1,,2,4,1,7,4,1,1,1,0.5659745586967924
15704896,09-Oct-2024 10:09:30,09-Oct-2024 10:26:30,3,1,9,4,3,1,1,2,1,1,5,2,4,2,2,1,1,1,1,5,3,99,2,1,1,2,1,2,1,99,,,,,,1,3,3,2,1,1,8,2,5,,,6,,,,,,,,4,,2,2,2,2,5,2,4,3,1,,,,,,2,,,,,,,,3,3,3,3,3,1,1,3,1,2,1,2,2,2,2,99,99,2,99,5,5,3,2,5,,,,,,,,,,99,3,1,99,3,3,3,1,1,2,4,2,2,3,2,,1,1,1,1,5,2,2,2,2,2,,1,,2,3,1,2,3,2,1,2,0.3752265413753683
15704897,08-Oct-2024 15:45:03,08-Oct-2024 15:53:44,1,1,9,2,6,1,1,1,3,5,5,3,5,2,2,2,2,6,3,4,5,4,3,3,3,3,3,2,2,2,1,2,1,2,1,1,,3,4,2,2,2,1,3,3,1,3,1,3,2,3,1,3,3,1,1,2,2,3,3,3,3,3,1,1,,,,,,1,2,2,1,2,2,2,2,,,,,,2,2,3,3,3,2,4,3,2,2,2,2,2,2,4,4,2,2,4,2,1,2,2,2,2,2,3,4,,,,,3,1,3,1,2,99,2,1,1,6,2,,1,1,1,1,1,11,,4,6,4,2,,4,2,4,3,9,5,2,2,2,1.1515405048627663
15704898,08-Oct-2024 20:05:55,08-Oct-2024 20:23:13,3,2,9,1,5,2,1,2,1,5,4,2,2,1,2,1,1,1,1,3,3,3,2,2,2,2,2,3,2,3,,,,,,3,,3,4,1,1,1,2,5,,,5,,,,,,,,4,,1,1,2,1,1,3,2,1,1,,,,,,1,2,1,1,2,1,3,2,,,,,,2,2,3,4,3,2,3,3,2,3,,,,,,,,3,,,,,,,,,,,,,,,,1,3,1,1,1,1,1,1,5,2,,1,1,1,1,1,5,,4,1,1,,1,,1,1,3,3,2,6,1,1,3.711518934747131
15704899,08-Oct-2024 16:49:44,08-Oct-2024 17:03:59,3,1,9,4,3,1,1,2,1,4,1,4,2,1,2,1,2,1,3,2,2,3,3,2,2,3,2,2,3,3,,,,,,3,2,3,2,1,2,2,2,6,,,5,,,,,,,,4,,2,2,2,2,2,2,3,3,1,,,,,,2,,,,,,,,3,3,3,3,3,1,2,3,3,3,2,2,4,2,2,2,2,1,2,5,4,2,3,,,,,,,,,,,,,,,,1,,1,2,2,4,2,2,3,2,,1,2,2,1,3,1,1,1,3,3,2,,3,2,3,1,2,3,3,2,1,1.3010540336463892
15704900,11-Oct-2024 20:38:19,11-Oct-2024 21:16:38,1,1,9,3,2,1,1,2,1,7,2,3,4,1,2,1,1,6,4,4,5,5,4,2,3,3,4,3,3,3,1,1,1,2,3,3,,3,3,2,2,1,2,5,,,4,,,,,,,,2,1,2,2,1,3,3,3,3,3,2,,3,,,,2,,,,,,,,1,2,3,1,3,1,2,2,2,3,1,1,3,2,1,2,2,1,1,4,3,2,2,3,1,2,2,1,2,2,1,3,3,,,,,1,99,3,1,4,2,3,2,3,2,2,,4,3,5,4,1,2,2,2,5,2,,1,,2,4,1,8,4,1,1,2,0.8869844465209442
15704901,10-Oct-2024 01:57:27,10-Oct-2024 02:05:03,1,1,9,2,6,1,1,1,1,2,5,1,1,1,1,1,2,6,2,2,2,3,2,3,4,4,3,3,2,5,,,,,,1,,3,1,1,1,1,2,5,,,4,,,,,,,,3,,1,1,1,1,1,3,3,1,1,,,,,,1,1,1,1,1,1,1,2,,,,,,1,1,2,4,2,3,3,4,1,2,2,2,1,1,4,4,3,2,5,,,,,,,,,,3,3,1,3,3,1,4,1,3,2,2,2,1,6,2,,1,2,2,1,6,10,,3,6,2,,1,,2,4,1,8,4,1,2,3,0.5284797356417987
15704902,09-Oct-2024 11:29:32,09-Oct-2024 12:42:44,1,1,9,2,5,1,1,1,2,5,5,1,2,2,1,1,1,1,1,3,3,3,1,1,1,1,1,6,1,1,,,,,,1,,3,3,1,1,2,1,4,2,2,2,4,3,1,4,1,3,3,1,1,2,2,2,2,2,2,3,3,1,,,,,,1,1,3,3,3,3,3,2,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,1,2,5,4,3,2,4,1,2,2,2,1,2,2,3,4,,,,,3,1,3,1,3,1,2,1,1,5,1,1,1,4,3,1,1,5,,4,4,2,,1,,2,4,3,9,5,1,1,3,0.29189150475944864
15704903,08-Oct-2024 14:33:50,08-Oct-2024 14:40:40,3,1,9,4,5,1,1,1,1,6,5,2,3,2,1,1,1,1,2,2,2,3,3,3,3,3,3,5,3,5,,,,,,1,3,3,2,2,2,2,2,4,,,3,,,,,,,,3,,1,2,1,2,2,2,3,1,1,,,,,,2,,,,,,,,2,3,3,3,1,1,2,3,3,3,3,3,2,2,2,2,2,1,2,3,3,3,3,,,,,,,,,,,,,,,,1,,1,3,3,4,2,1,5,2,,1,4,4,1,1,1,1,1,5,1,,2,,1,1,1,9,2,1,2,3,0.9464906820292084
15704904,08-Oct-2024 16:35:23,08-Oct-2024 16:48:39,1,1,9,2,5,1,1,1,3,5,5,1,2,2,1,1,1,6,3,2,3,3,3,3,2,3,3,2,1,5,,,,,,1,,2,2,2,2,3,1,5,5,2,2,,3,1,3,2,2,3,3,,2,2,2,3,1,3,1,1,2,,,,3,,1,2,3,3,1,2,3,2,,,,,,1,1,3,2,3,2,3,3,1,2,2,2,1,1,4,3,3,2,5,,,,,,,,,,3,3,3,3,3,3,1,1,3,2,2,2,1,5,2,,1,1,1,1,1,10,,3,6,2,,1,,2,3,1,6,3,1,2,2,0.6122429362545017
15704905,09-Oct-2024 11:04:09,09-Oct-2024 11:13:02,3,1,9,3,3,1,1,2,1,3,5,1,2,1,2,2,1,1,1,1,2,3,2,3,1,1,1,1,1,4,,,,,,1,,3,3,1,2,8,2,5,,,5,,,,,,,,4,,1,3,3,3,5,3,3,3,1,,,,,,2,,,,,,,,3,3,3,3,1,2,1,3,1,3,1,1,2,1,2,1,1,1,2,5,4,2,2,5,,,,,,,,,,3,3,1,3,3,1,3,1,1,2,3,1,2,3,2,,1,1,1,1,1,2,2,2,5,3,1,,3,1,2,1,9,3,2,2,2,1.0342464544319365
15704906,08-Oct-2024 22:38:49,08-Oct-2024 22:58:38,1,1,9,2,2,1,2,2,1,13,1,3,5,1,2,1,2,4,4,5,5,5,5,3,5,5,4,5,3,3,1,1,1,2,1,3,,3,2,3,1,3,2,5,,,5,,,,,,,,2,2,1,1,2,2,2,2,3,2,1,,,,,,2,,,,,,,,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,3,2,1,3,2,2,2,2,2,2,2,3,3,,,,,3,1,3,1,3,1,2,1,3,2,2,,1,2,2,1,2,1,1,1,5,3,1,,5,1,2,1,2,3,1,2,1,1.9334069932375246
15704907,09-Oct-2024 06:06:48,09-Oct-2024 06:20:51,1,1,9,3,2,1,1,2,1,11,4,2,2,1,2,1,2,4,3,3,3,3,3,3,2,3,3,4,3,3,,,,,,3,,3,3,2,2,2,2,6,,,6,,,,,,,,3,,3,3,3,1,1,6,3,3,1,,,,,,1,1,3,2,1,1,3,1,,,,,,2,2,2,2,2,2,2,3,2,2,2,2,1,1,4,4,3,2,5,,,,,,,,,,1,1,1,3,3,3,3,1,2,3,3,1,3,2,2,,1,1,1,1,6,1,1,1,2,1,,1,,1,1,1,4,2,2,2,2,1.6587263511913746
15704908,08-Oct-2024 17:21:50,08-Oct-2024 17:30:38,3,1,9,2,6,1,1,2,1,9,1,2,5,1,1,2,1,1,2,5,5,5,3,2,1,1,2,2,1,5,2,2,2,3,2,3,,3,3,1,2,8,2,6,,,1,,,,,,,,4,,2,2,2,2,2,2,3,3,1,,,,,,1,1,3,1,3,1,1,1,,,,,,2,2,2,2,3,2,2,2,2,1,1,1,1,1,5,5,1,1,5,,,,,,,,,,3,3,1,3,3,1,3,1,3,2,2,2,1,6,2,,2,3,5,4,1,12,,3,5,2,,2,,2,3,3,9,3,1,2,2,0.7831850793628926
15704909,08-Oct-2024 16:06:10,08-Oct-2024 16:12:20,1,1,9,2,3,1,1,2,1,6,4,3,2,2,1,1,1,6,2,1,3,3,1,4,2,3,3,6,3,1,,,,,,2,,3,4,2,3,3,1,5,2,2,2,1,4,1,5,2,5,4,1,1,1,1,1,1,1,3,1,2,2,,4,,,,1,1,1,1,2,2,1,1,,,,,,2,2,2,2,2,1,2,1,1,3,,,,,,,,3,,,,,,,,,,,,,,,,1,1,1,3,2,2,2,2,3,1,6,1,1,3,1,6,10,,3,5,1,,2,,1,1,3,3,2,1,2,2,0.8918259284128984
15704910,11-Oct-2024 07:51:19,11-Oct-2024 08:00:14,1,1,9,2,6,1,1,2,1,2,1,2,4,2,2,2,1,6,4,1,4,5,4,4,2,1,4,6,2,1,1,3,3,3,1,2,,3,4,1,2,3,1,6,2,1,2,4,3,3,4,4,3,3,1,1,2,2,2,2,2,2,3,3,1,,,,,,1,2,3,3,3,3,1,2,,,,,,1,1,4,3,3,2,4,2,2,2,2,2,1,2,5,4,4,3,,,,,,,,,,,,,,,,3,3,1,1,1,2,2,1,6,2,,2,2,2,4,1,2,1,2,2,99,2,,3,2,4,3,8,4,1,2,2,0.8724289240188877
15704911,09-Oct-2024 14:32:47,09-Oct-2024 14:39:44,1,1,9,2,3,1,2,2,3,8,5,1,1,1,1,1,2,4,2,4,3,4,3,2,3,5,2,1,5,5,,,,,,1,,3,3,3,1,3,2,5,,,5,,,,,,,,4,,1,2,2,2,1,2,3,2,1,,,,,,1,1,3,3,1,1,3,2,,,,,,1,1,1,5,2,3,3,5,1,3,,,,,,,,3,,,,,,,,,,,,,,,,3,3,2,2,3,2,2,2,3,2,,1,1,1,1,3,12,,3,6,1,,2,,1,2,1,8,4,1,2,3,0.5540838448142881
15704912,09-Oct-2024 09:53:36,09-Oct-2024 10:04:12,1,1,9,2,5,1,1,1,1,6,1,3,1,2,2,1,2,4,4,3,3,5,5,4,4,5,4,3,5,5,,,,,,2,,2,2,2,2,2,1,5,5,1,3,,3,4,3,3,3,3,2,1,1,1,3,3,3,2,4,3,2,,,,3,,2,,,,,,,,3,3,3,3,3,2,2,3,3,4,1,2,3,2,3,,,,,,,,3,,,,,,,,,,,,,,,,1,4,1,3,2,2,1,1,5,2,,1,1,1,1,1,1,1,1,4,1,,1,,1,1,1,9,2,1,2,3,0.8013418033981793
15704913,10-Oct-2024 08:23:32,10-Oct-2024 08:30:00,3,1,9,2,6,1,1,1,1,4,5,1,1,2,1,1,1,6,1,1,2,3,1,1,1,1,1,3,1,1,,,,,,1,,3,2,2,2,2,1,3,4,2,3,,3,3,3,3,3,3,1,1,2,2,1,2,1,2,3,3,1,,,,,,1,1,3,3,3,1,3,2,,,,,,1,1,1,4,5,1,3,3,1,1,1,1,1,1,4,6,4,1,5,,,,,,,,,,1,2,3,3,3,1,3,1,3,2,2,2,1,6,2,,1,1,1,1,3,10,,3,6,2,,1,,2,4,1,9,5,1,1,3,0.35460213797517204
15704914,10-Oct-2024 12:32:01,10-Oct-2024 12:37:11,1,1,9,2,3,2,1,2,1,1,1,5,2,1,2,1,2,1,5,5,4,5,3,3,5,5,4,2,2,2,1,2,1,3,1,3,,1,4,4,3,3,2,5,,,3,,,,,,,,4,,1,1,2,3,1,2,2,1,2,,6,,,,2,,,,,,,,3,2,1,3,2,3,3,2,4,3,4,3,3,4,1,2,2,1,1,3,3,4,3,,,,,,,,,,,,,,,,1,,2,4,3,2,2,2,3,2,,1,1,1,1,6,12,,3,6,3,2,,4,2,3,1,1,3,1,2,1,1.3215814571754736
15704915,10-Oct-2024 15:05:27,10-Oct-2024 15:14:20,3,1,9,2,6,1,1,1,1,11,4,2,3,2,1,2,1,4,3,3,2,3,4,3,2,3,3,3,3,3,,,,,,2,,3,2,2,2,8,2,4,,,3,,,,,,,,1,2,2,3,2,2,1,2,2,3,2,,,,,3,1,1,3,2,3,1,1,2,,,,,,1,1,2,1,3,1,1,3,1,2,2,2,2,1,4,3,3,2,5,,,,,,,,,,2,1,3,2,3,1,3,1,4,2,2,1,1,6,2,,1,1,1,1,1,9,,3,6,2,,2,,2,4,1,9,5,1,2,3,0.8536848327139569
15704916,09-Oct-2024 06:52:46,09-Oct-2024 07:02:22,3,1,9,4,3,2,1,2,1,9,5,2,3,2,2,2,1,6,1,2,2,2,2,2,1,2,2,1,1,1,,,,,,1,2,3,2,1,2,2,1,1,1,,1,4,3,1,3,1,3,4,1,1,2,2,2,2,2,2,3,,1,,,,,,1,3,3,3,3,2,3,2,,,,,,2,2,2,1,3,3,1,4,2,2,1,1,1,2,5,5,3,3,,,,,,,,,,,,,,,,1,3,1,3,2,4,2,2,3,2,,1,1,1,1,3,12,,3,6,2,,1,,2,3,1,5,2,2,2,2,0.7512638783501664
15704917,08-Oct-2024 14:46:33,08-Oct-2024 14:53:12,3,1,9,4,5,2,1,1,4,3,5,1,3,1,1,1,2,1,2,,,,,,,,,,,,,,,,,1,2,3,3,6,2,2,2,4,,,4,,,,,,,,3,,,,,,,,,,1,,,,,,1,3,3,3,3,1,3,2,,,,,,1,2,2,2,2,2,2,3,2,2,2,2,1,1,4,4,3,2,5,,,,,,,,,,1,1,2,,,2,,1,2,3,4,1,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,,1,1,1,4,1,3,2,2,1.3811535920566551
15704918,08-Oct-2024 19:58:23,08-Oct-2024 20:02:30,1,1,9,3,2,1,1,2,4,7,5,2,3,2,2,2,1,1,1,,,,,,,,,,,,,,,,,1,,3,3,6,1,8,1,4,1,,1,,,,,,,,3,,,,,,,,,,1,,,,,,1,1,3,3,1,1,3,2,,,,,,2,1,3,1,1,1,3,3,2,2,2,2,1,1,4,3,2,3,,,,,,,,,,,,,,,,2,,1,3,2,3,2,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,,1,1,1,9,2,1,2,2,0.894139272087951
15704919,09-Oct-2024 12:16:20,09-Oct-2024 12:27:29,1,1,9,2,5,2,1,3,4,4,5,2,3,2,1,1,2,6,2,,,,,,,,,,,,,,,,,3,,2,4,6,7,2,1,1,1,,3,,,,,,,,2,2,,,,,,,,,1,,,,,,2,,,,,,,,1,3,3,3,2,2,2,2,3,1,3,3,3,1,2,2,2,1,1,5,5,2,2,5,,,,,,,,,,3,3,1,,,2,,1,3,2,2,2,1,5,2,,1,1,1,1,1,2,2,2,1,3,1,,4,1,2,1,5,3,2,1,1,0.7923795898211037
15704920,08-Oct-2024 17:26:54,08-Oct-2024 17:41:55,1,1,9,2,6,2,2,2,4,13,1,3,1,1,2,1,1,1,3,,,,,,,,,,,,,,,,,1,,3,2,6,7,2,1,4,2,,2,,,,,,,,1,1,,,,,,,,,2,,,,,1,1,1,3,2,3,3,3,1,,,,,,2,2,2,3,3,3,3,3,2,3,,,,,,,,3,,,,,,,,,,,,,,,,1,,1,4,1,2,2,1,6,2,,1,5,4,1,1,11,,4,5,3,2,,4,2,4,3,7,4,1,1,2,0.5686903084164168
15704921,08-Oct-2024 19:42:24,08-Oct-2024 20:01:29,1,1,9,2,4,1,1,1,1,9,5,1,2,2,2,2,1,6,3,1,1,4,4,2,3,5,4,1,2,1,,,,,,1,,2,2,2,2,8,1,5,1,,1,5,3,1,2,1,3,3,1,1,1,2,1,3,3,6,3,,1,,,,,,2,,,,,,,,1,3,2,2,1,3,1,4,3,4,1,2,4,1,1,1,1,2,2,3,4,1,1,1,2,2,2,2,1,2,1,1,1,,,,,2,3,3,1,2,2,2,1,2,4,2,,1,1,1,1,1,9,,3,6,2,,2,,2,4,1,9,4,1,2,3,0.6736114898980168
15704922,08-Oct-2024 15:56:20,08-Oct-2024 16:04:30,3,1,9,2,5,1,1,3,1,3,5,1,4,2,1,1,1,1,2,2,3,3,1,2,2,3,3,1,2,1,,,,,,1,,3,3,1,1,2,2,3,,,3,,,,,,,,1,2,2,2,3,2,3,2,3,3,1,,,,,,1,1,3,1,1,1,3,2,,,,,,1,1,2,1,1,1,1,3,1,3,,,,,,,,2,5,,,,,,,,,,2,2,1,3,3,2,3,1,3,2,2,1,1,5,2,,1,4,4,1,1,1,2,1,5,3,1,,3,1,2,1,9,3,2,1,3,0.9440467219770351
15704923,08-Oct-2024 23:43:02,08-Oct-2024 23:52:01,1,1,10,2,2,2,2,4,5,7,1,3,3,2,2,1,2,1,2,2,3,3,3,3,3,3,3,4,3,2,,,,,,3,,3,1,1,3,1,2,1,,,2,,,,,,,,2,1,1,2,2,4,5,1,3,3,1,,,,,,2,,,,,,,,3,3,3,3,3,2,3,1,5,3,3,4,3,3,3,,,,,,,,3,,,,,,,,,,,,,,,,3,,2,3,1,2,1,3,2,1,8,2,1,3,4,1,12,,3,6,3,2,,5,2,3,3,1,1,1,2,1,4.764723573445259
15704924,08-Oct-2024 15:39:16,08-Oct-2024 15:43:15,1,1,9,4,3,2,1,2,4,11,2,3,2,1,2,1,2,1,2,,,,,,,,,,,,,,,,,3,2,3,2,2,7,2,2,1,,,5,,,,,,,,4,,,,,,,,,,1,,,,,,2,,,,,,,,3,3,3,3,1,3,2,3,3,2,1,2,2,3,2,2,2,1,2,5,5,3,2,4,2,2,2,2,1,2,2,4,4,,,,,,3,,2,1,3,4,1,2,3,2,,1,1,1,1,1,12,,3,6,2,,1,,2,3,1,8,3,2,2,2,0.6852260409613035
